Accepted Symbol,Synonym Symbol,Scientific Name,State and Province,Native Status,Invasive
AMPA2,AMGR7,Amelanchier gracilis,,,
AMPU5,,Amelanchier pumila,"USA(AZ, CA, CO, ID, MT, NM, OR, UT, WA, WY)",L48(N),
AMPU5,AMALP2,Amelanchier alnifolia var. pumila,,,
AMPU5,AMBA4,Amelanchier basalticola,,,
AMPU5,AMCU3,Amelanchier cuneata,,,
AMPU5,AMGL4,Amelanchier glabra,,,
AMPU5,AMPO5,Amelanchier polycarpa,,,
AMSAG,,Amelanchier sanguinea var. gaspensis,"CAN(NB, NF, NS, PE, QC), USA(ME, MI)",L48(N)CAN(N),
AMSAG,AMGA2,Amelanchier gaspensis,,,
AMSAS,,Amelanchier sanguinea var. sanguinea,"CAN(NB, ON, QC), USA(CT, GA, IA, IL, IN, MA, MD, ME, MI, MN, NC, ND, NH, NJ, NY, OH, PA, TN, VA, VT, WI, WV)",L48(N)CAN(N),
AMSAS,AMAM4,Amelanchier amabilis,,,
AMSAS,AMGR11,Amelanchier grandiflora,,,
AMSAS,AMHU3,Amelanchier huronensis,,,
AMSAS,AMSAG2,Amelanchier sanguinea var. grandiflora,,,
AMST80,,Amelanchier stolonifera,"CAN(NB, NF, NS, ON, PE, QC), USA(AL, CT, DC, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NC, ND, NH, NJ, NY, OH, PA, RI, SC, SD, TN, VA, VT, WI, WV)",L48(N)CAN(N),
AMST80,AMSP2,Amelanchier spicata,,,
AMUTC2,,Amelanchier utahensis var. covillei,"USA(AZ, CA, NV, UT)",L48(N),
AMUTC2,AMCO9,Amelanchier covillei,,,
AMUTC2,AMUTC,Amelanchier utahensis ssp. covillei,,,
AMUTU,,Amelanchier utahensis var. utahensis,"USA(AZ, CA, CO, ID, MT, NM, NV, OR, TX, UT, WA, WY)",L48(N),
AMUTU,AMALO,Amelanchier alnifolia var. oreophila,,,
AMUTU,AMALU,Amelanchier alnifolia var. utahensis,,,
AMUTU,AMAU3,Amelanchier australis,,,
AMUTU,AMBA5,Amelanchier bakeri,,,
AMUTU,AMGO2,Amelanchier goldmanii,,,
AMUTU,AMMO3,Amelanchier mormonica,,,
AMUTU,AMOR2,Amelanchier oreophila,,,
AMRO,,Amerorchis rotundifolia,"CAN(AB, BC, LB, MB, NB, NF, NT, NU, ON, QC, SK, YT), DEN(GL), USA(AK, ID, ME, MI, MN, MT, NH, NY, VT, WI, WY)",L48(N)AK(N)CAN(N)GL(N),
AMRO,ORRO3,Orchis rotundifolia,,,
AMRO,ORROL,Orchis rotundifolia var. lineata,,,
AMRO,PLRO9,Platanthera rotundifolia,,,
AMMU,,Amianthium muscitoxicum,"USA(AL, AR, DE, FL, GA, KY, LA, MD, MO, MS, NC, NJ, NY, OK, PA, SC, TN, VA, WV)",L48(N),
AMMU,CHMU5,Chrosperma muscitoxicum,,,
AMMU,ZIMU2,Zigadenus muscitoxicus,,,
AMCO,,Ammannia coccinea,"USA+(PR, VI), USA(AL, AR, AZ, CA, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MD, MN, MO, MS, NC, ND, NE, NJ, NM, OH, OK, PA, SC, SD, TN, TX, VA, WV)",L48(N)HI(I)PR(N)VI(N),SWSS
AMCO,AMCOP,Ammannia coccinea ssp. purpurea,,,
AMCO,AMTE6,Ammannia teres,,,
AMLA3,,Ammannia latifolia,"USA+(PR, VI), USA(FL, GA, LA, MD, MS, NC, NJ, SC, TX, VA)",L48(N)PR(N)VI(N),
AMLA3,AMKO,Ammannia koehnei,,,
AMLA3,AMTEE,Ammannia teres var. exauriculata,,,
AMRO3,,Ammannia robusta,"CAN(BC, ON), USA(AR, AZ, CA, CO, IA, ID, IL, IN, KS, KY, LA, MI, MN, MO, MT, ND, NE, NJ, NV, OH, OK, OR, SD, TN, TX, UT, WA, WI, WY)",L48(N)CAN(N),
AMRO3,AMCOR,Ammannia coccinea ssp. robusta,,,
AMRO3,LUSC3,Ludwigia scabriuscula,,,
AMVI2,,Ammi visnaga,"USA(AL, CA, FL, NC, OR, PA, TX)",L48(I),
AMVI2,VIDA4,Visnaga daucoides,,,
AMBA8,,×Ammocalamagrostis baltica,,,
AMBA8,AMBA7,Ammophila baltica,,,
AMCH3,,Ammocodon chenopodioides,"USA(AZ, NM, TX)",L48(N),
AMCH3,SECH3,Selinocarpus chenopodioides,,,
AMCO12,,Amomum compactum,,,
AMCO12,AMKE2,Amomum kepulaga,,,
AMCA6,,Amorpha canescens,"CAN(MB, ON), USA(AR, CO, IA, IL, IN, KS, LA, MI, MN, MO, MT, ND, NE, NM, OK, SD, TX, WI, WY)",L48(N)CAN(N),
AMCA6,AMBR6,Amorpha brachycarpa,,,
AMFR,,Amorpha fruticosa,"CAN(MB, NB, ON, QC), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",L48(N)CAN(N),STATE
AMFR,AMAN2,Amorpha angustifolia,,,
AMFR,AMBU2,Amorpha bushii,,,
AMFR,AMCR3,Amorpha croceolanata,,,
AMFR,AMCU4,Amorpha curtissii,,,
AMFR,AMDE3,Amorpha dewinkeleri,,,
AMFR,AMFRA,Amorpha fruticosa var. angustifolia,,,
AMFR,AMFRC,Amorpha fruticosa var. croceolanata,,,
AMFR,AMFRE,Amorpha fruticosa var. emarginata,,,
AMFR,AMFRO,Amorpha fruticosa var. occidentalis,,,
AMFR,AMFRO2,Amorpha fruticosa var. oblongifolia,,,
AMFR,AMFRT,Amorpha fruticosa var. tennesseensis,,,
AMFR,AMOC,Amorpha occidentalis,,,
AMFR,AMOCA,Amorpha occidentalis var. arizonica,,,
AMFR,AMOCE,Amorpha occidentalis var. emarginata,,,
AMFR,AMTE7,Amorpha tennesseensis,,,
AMFR,AMVI3,Amorpha virgata,,,
AMGEC,,Amorpha georgiana var. confusa,"USA(NC, SC)",L48(N),
AMGEC,AMCO18,Amorpha confusa,,,
AMGEC,AMCY,Amorpha cyanostachya,,,
AMHEC,,Amorpha herbacea var. crenulata,USA(FL),L48(N),
AMHEC,AMCR5,Amorpha crenulata,,,
AMHEH,,Amorpha herbacea var. herbacea,"USA(AL, FL, GA, NC, SC)",L48(N),
AMHEH,AMCY2,Amorpha cyanostachya,,,
AMHEH,AMFL4,Amorpha floridana,,,
AMHEH,AMHEF,Amorpha herbacea var. floridana,,,
AMRO2,,Amorpha roemeriana,USA(TX),L48(N),
AMRO2,AMTE2,Amorpha texana,,,
AMKO2,,Amorphophallus konjac,,,
AMKO2,AMRI3,Amorphophallus rivieri,,,
AMPA13,,Amorphophallus paeoniifolius,,,
AMPA13,AMCA12,Amorphophallus campanulatus,,,
AMCA14,,Ampelaster carolinianus,"USA(FL, GA, MS, NC, SC)",L48(N),
AMCA14,ASCA20,Aster carolinianus,,,
AMCA14,LACA11,Lasallea caroliniana,,,
AMCA14,VICA10,Virgulus carolinianus,,,
AMMA5,,Ampelodesmos mauritanicus,USA(CA),L48(I),
AMMA5,AMMA2,Ampelodesmos mauritanica,,,
AMMA5,STMA7,Stipa mauritanica,,,
AMAC4,,Ampelopsis aconitifolia,"USA(CT, MA, NC, NJ, NY, OH, PA)",L48(I),
AMAC4,AMCO19,Ampelopsis cordata,,,
AMBR7,,Ampelopsis brevipedunculata,"USA(CT, DC, DE, GA, IA, IL, KY, MA, MD, MI, NC, NH, NJ, NY, OH, PA, RI, VA, WI)",L48(I),WI
AMBR7,AMBRM,Ampelopsis brevipedunculata var. maximowiczii,,,
AMBR7,AMGLB,Ampelopsis glandulosa var. brevipedunculata,,,
AMBR7,AMHE4,Ampelopsis heterophylla,,,
AMBR7,AMHEB,Ampelopsis heterophylla var. brevipedunculata,,,
AMCO2,,Ampelopsis cordata,"USA(AL, AR, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NE, OH, OK, SC, TN, TX, VA, WV)",L48(N),
AMCO2,CIAM6,Cissus ampelopsis,,,
AMAM3,,Amphiachyris amoena,USA(TX),L48(N),
AMAM3,XAAM4,Xanthocephalum amoenum,,,
AMAM3,XAAMI,Xanthocephalum amoenum var. intermedium,,,
AMDR,,Amphiachyris dracunculoides,"USA(AL, AR, IA, IL, IN, KS, KY, LA, MO, MS, NE, NM, OH, OK, PA, SC, TN, TX, VA)",L48(N),
AMDR,BRDR,Brachyris dracunculoides,,,
AMDR,GUDR2,Gutierrezia dracunculoides,,,SWSS
AMDR,XADR,Xanthocephalum dracunculoides,,,
AMPU7,,Amphianthus pusillus,"USA(AL, GA, SC)",L48(N),
AMPU7,GRAM3,Gratiola amphiantha,,,
AMSC4,,Amphibromus scabrivalvis,USA(LA),L48(I),
AMSC4,HESC17,Helictotrichon scabrivalve,,,
AMBRB,,Amphicarpaea bracteata var. bracteata,"CAN(NB, NS, ON, QC), USA(AL, AR, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)",L48(N)CAN(N),
AMBRB,AMMO5,Amphicarpaea monoica,,,
AMBRC,,Amphicarpaea bracteata var. comosa,"CAN(MB, ON, QC), USA(AR, CT, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",L48(N)CAN(N),
AMBRC,AMCO6,Amphicarpaea comosa,,,
AMBRC,AMPI,Amphicarpaea pitcheri,,,
AMBRC,FACO2,Falcata comosa,,,
AMBRC,FAPI,Falcata pitcheri,,,
AMBRC,GLCO4,Glycine comosa,,,
AMMU2,,Amphicarpum muehlenbergianum,"USA(AL, FL, GA, NC, SC)",L48(N),
AMMU2,AMFL2,Amphicarpum floridanum,,,
AMPU6,,Amphicarpum purshii,"USA(DE, FL, GA, MA, MD, NC, NJ, NY, SC, VA)",L48(N),
AMPU6,AMAM,Amphicarpum amphicarpon,,,
AMFRS2,,Amphipappus fremontii ssp. spinosus,"USA(AZ, CA, NV, UT)",L48(N),
AMFRS2,AMFRS,Amphipappus fremontii var. spinosus,,,
AMFRS2,AMSP4,Amphiachyris spinosa,,,
AMLA4,,Amphitecna latifolia,"USA+(PR, VI), USA(FL)",L48(N)PR(N)VI(N),
AMLA4,ENLA2,Enallagma latifolia,,,
AMLY,,Amsinckia lycopsoides,"CAN(BC), USA(AK, CA, CO, CT, ID, IL, MA, MO, MS, MT, ND, NE, NH, NY, OH, OK, OR, PA, TX, UT, WA, WI, WY)",L48(N)AK(I)CAN(N),
AMLY,AMBA6,Amsinckia barbata,,,
AMLY,BELY2,Benthamia lycopsoides,,,
AMMEI2,,Amsinckia menziesii var. intermedia,"CAN(AB, BC, MB, SK, YT), USA(AK, AZ, CA, CT, HI, ID, IL, MA, ME, MO, MT, ND, NE, NH, NV, NY, OR, PA, TX, UT, VA, WA, WY)",L48(N)AK(I)HI(I?)CAN(N),SWSS
AMMEI2,AMAR7,Amsinckia arizonica,,,
AMMEI2,AMDE5,Amsinckia demissa,,,
AMMEI2,AMEC,Amsinckia echinata,,,
AMMEI2,AMIN3,Amsinckia intermedia,,,WSWS
AMMEI2,AMIN5,Amsinckia intactilis,,,
AMMEI2,AMINE2,Amsinckia intermedia var. echinata,,,
AMMEI2,AMMI2,Amsinckia microphylla,,,
AMMEI2,AMNA3,Amsinckia nana,,,
AMMEI2,AMRI2,Amsinckia rigida,,,
AMMEM2,,Amsinckia menziesii var. menziesii,"CAN(BC), USA(CA, CO, CT, ID, MA, NC, NV, OR, SC, TX, UT, WA)",L48(N)CAN(N),
AMMEM2,AMHI,Amsinckia hispida,,,
AMMEM2,AMID,Amsinckia idahoensis,,,
AMMEM2,AMMI3,Amsinckia micrantha,,,
AMMEM2,AMPA9,Amsinckia parviflora,,,
AMMEM2,AMRE2,Amsinckia retrorsa,,,
AMMEM2,AMRU3,Amsinckia rugosa,,,
AMMEM2,ECME4,Echium menziesii,,,
AMSP3,,Amsinckia spectabilis,"CAN(BC), USA(CA, IL, OR, WA)",L48(N)CAN(N),
AMSP3,AMSC3,Amsinckia scouleri,,,
AMSP3,AMSPB,Amsinckia spectabilis var. bracteosa,,,
AMSP3,AMSPM,Amsinckia spectabilis var. microcarpa,,,
AMSP3,AMSPN,Amsinckia spectabilis var. nicolai,,,
AMSP3,AMSPS3,Amsinckia spectabilis var. spectabilis,,,
AMTEG,,Amsinckia tessellata var. gloriosa,USA(CA),L48(N),
AMTEG,AMGL,Amsinckia gloriosa,,,
AMTET,,Amsinckia tessellata var. tessellata,"USA(AZ, CA, ID, MO, NM, NV, OR, UT, WA)",L48(N),
AMTET,AMDE6,Amsinckia densirugosa,,,
AMTET,AMHE6,Amsinckia hendersonii,,,
AMTET,AMWA2,Amsinckia washingtonensis,,,
AMVEF,,Amsinckia vernicosa var. furcata,USA(CA),L48(N),
AMVEF,AMFU2,Amsinckia furcata,,,
AMLOS,,Amsonia longiflora var. salpignantha,"USA(NM, TX)",L48(N),
AMLOS,AMSA2,Amsonia salpignantha,,,
AMPA5,,Amsonia palmeri,"USA(AZ, NM, TX)",L48(N),
AMPA5,AMHI2,Amsonia hirtella,,,
AMPA5,AMHIP,Amsonia hirtella var. pogonosepala,,,
AMPA5,AMPO6,Amsonia pogonosepala,,,
AMPA5,AMST2,Amsonia standleyi,,,
AMTAS,,Amsonia tabernaemontana var. salicifolia,"USA(AL, AR, GA, IL, IN, KS, KY, LA, MO, MS, NC, OH, OK, SC, TN, TX, VA)",L48(N),
AMTAS,AMSA4,Amsonia salicifolia,,,
AMTAT,,Amsonia tabernaemontana var. tabernaemontana,"USA(AL, AR, DE, FL, GA, IL, KS, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OK, PA, SC, TN, TX, VA)",L48(N),
AMTAT,AMAM8,Amsonia amsonia,,,
AMTAT,AMGL3,Amsonia glaberrima,,,
AMTOS,,Amsonia tomentosa var. stenophylla,"USA(AZ, NM, TX, UT)",L48(N),
AMTOS,AMAR6,Amsonia arenaria,,,
AMTOS,AMEA,Amsonia eastwoodiana,,,
AMTOT,,Amsonia tomentosa var. tomentosa,"USA(AZ, CA, NM, NV, UT)",L48(N),
AMTOT,AMBR3,Amsonia brevifolia,,,
AMCO10,,Amygdalaria consentiens,,NA(N),
AMCO11,,Amygdalaria continua,,NA(N),
AMEL60,,Amygdalaria elegantior,,NA(N),
AMEL60,HUEL,Huilia elegantior,,,
AMEL60,LEEL12,Lecidea elegantior,,,
AMHA,,Amygdalaria haidensis,,NA(N),
AMPA12,,Amygdalaria panaeola,,NA(N),
AMPA12,HUPA2,Huilia panaeola,,,
AMPA12,LEPA32,Lecidea panaeola,,,
AMPE5,,Amygdalaria pelobotryon,,NA(N),
AMPE5,ASPE17,Aspilicia pelobotrya,,,
AMPE5,LEPE14,Lecanora pelobotrya,,,
AMPE5,LEPE19,Lecidea pelobotrya,,,
AMSU2,,Amygdalaria subdissentiens,,NA(N),
ANMEM,,Anacolia menziesii var. menziesii,,NA(N),
ANMEM,ANAR17,Anacolia aristifolia,,,
ANCL2,,Anacyclus clavatus,USA(PA),L48(I),
ANCL2,ANCL,Anacylus clavatus,,,
ANCL2,ANTO4,Anacylus tomentosus,,,
ANCL2,ANTO7,Anacyclus tomentosus,,,
ANPE13,,Anadenanthera peregrina,USA+(PR),PR(N),
ANPE13,NIPE,Niopa peregrina,,,
ANPE13,PIPE3,Piptadenia peregrina,,,
ANAR,,Anagallis arvensis,"CAN(AB, BC, NB, NF, NS, ON, PE, QC, SK), DEN(GL), USA+(PR), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV)",L48(I)HI(I)PR(I)CAN(NI)GL(I),"KY, N'EAST"
ANAR,LYAR6,Lysimachia arvensis,,,
ANARF,,Anagallis arvensis ssp. foemina,"CAN(ON), USA(CA, CO, IA, KY, LA, ME, MO, OH, OK, PA, VT)",L48(I)CAN(N),
ANARF,ANARC,Anagallis arvensis var. caerulea,,,
ANARF,ANCA18,Anagallis caerulea,,,
ANARF,ANFO2,Anagallis foemina,,,
ANMI4,,Anagallis minima,"CAN(AB, BC, NS, SK), USA(AL, AR, AZ, CA, CO, DE, FL, GA, ID, IL, IN, KS, KY, LA, MD, MN, MO, MS, MT, ND, NE, NM, NY, OH, OK, OR, SC, SD, TN, TX, VA, WA, WV, WY)",L48(N)CAN(N),
ANMI4,CEMI,Centunculus minimus,,,
ANMI4,LYMI5,Lysimachia minima,,,
ANMO2,,Anagallis monelli,"USA(CA, VA)",L48(I),
ANMO2,ANLI6,Anagallis linifolia,,,
ANPU4,,Anagallis pumila,USA(FL),L48(N),
ANPU4,LYPU5,Lysimachia pumila,,,
ANPU4,MIPU10,Micropyxis pumila,,,
ANTE8,,Anagallis tenella,FRA(SB),SPM(W),
ANTE8,LYTE7,Lysimachia tenella,,,
ANPU18,,Anamylospora pulcherrima,,NA(N),
ANCO30,,Ananas comosus,"USA+(PR), USA(FL, PW, UM)",L48(I)PR(I),
ANCO30,ANAN11,Ananas ananas,,,
ANCO30,BRCO11,Bromelia comosa,,,
ANMA,,Anaphalis margaritacea,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA(AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",L48(N)AK(N)CAN(N)SPM(N),
ANMA,ANMAA,Anaphalis margaritacea var. angustior,,,
ANMA,ANMAI,Anaphalis margaritacea var. intercedens,,,
ANMA,ANMAO,Anaphalis margaritacea var. occidentalis,,,
ANMA,ANMAR,Anaphalis margaritacea var. revoluta,,,
ANMA,ANMAS,Anaphalis margaritacea var. subalpina,,,
ANMA,ANOC8,Anaphalis occidentalis,,,
ANMA,GNMA2,Gnaphalium margaritaceum,,,
ANBR15,,Anaptychia bryorum,,NA(N),
ANBR15,ANST13,Anaptychia stippaea,,,
ANPA10,,Anaptychia palmulata,,NA(N),
ANPA10,ANAQ,Anaptychia aquila,,,
ANPA10,ANPA11,Anaptychia palmatula,,,
ANSE60,,Anaptychia setifera,,NA(N),
ANSE60,ANKA2,Anaptychia kaspica,,,
ANUL,,Anaptychia ulotrichoides,,NA(N),
ANAR16,,Anchusa arvensis,"CAN(AB, BC, MB, NB, NS, ON, PE, QC, SK), USA(CA, CT, DC, ID, MA, MD, ME, MN, MT, NC, ND, NH, NJ, NY, OH, OR, PA, RI, SD, TN, VA, WA, WI, WY)",L48(I)CAN(I),STATE
ANAR16,LYAR,Lycopsis arvensis,,,
ANAZ,,Anchusa azurea,"CAN(BC), USA(CA, CO, CT, IA, ID, MA, MD, MI, MT, NH, NY, OH, OR, PA, TX, UT, WA)",L48(I)CAN(I),
ANAZ,ANIT,Anchusa italica,,,
ANBA3,,Anchusa barrelieri,USA(CT),L48(I),
ANBA3,BUBA2,Buglossum barrelieri,,,
ANOF,,Anchusa officinalis,"CAN(BC, ON), USA(CA, CO, CT, ID, IL, MA, ME, MI, MT, NH, NJ, NY, OH, OR, PA, RI, SD, UT, WA, WI)",L48(I)CAN(I),STATE
ANOF,ANPR2,Anchusa procera,,,
ANBR17,,Ancistrocactus brevihamatus,USA(TX),L48(N),
ANBR17,ECBR3,Echinocactus brevihamatus,,,
ANBR17,SCBR11,Sclerocactus brevihamatus,,,
ANBR17,SCBRB2,Sclerocactus brevihamatus ssp. brevihamatus,,,
ANSC,,Ancistrocactus scheeri,USA(TX),L48(N),
ANSC,ECSC,Echinocactus scheeri,,,
ANSC,SCSC4,Sclerocactus scheeri,,,
ANTO3,,Ancistrocactus tobuschii,USA(TX),L48(N),
ANTO3,ECTO,Echinocactus tobuschii,,,
ANTO3,SCBRT,Sclerocactus brevihamatus ssp. tobuschii,,,
ANFI3,,Ancistrocarphus filagineus,"USA(CA, ID, NV, OR)",L48(N),
ANFI3,STFI,Stylocline filaginea,,,
ANFI3,STFID,Stylocline filaginea var. depressa,,,
ANIN,,Andira inermis,"USA+(PR, VI), USA(FL)",L48(N)PR(N)VI(N),
ANIN,ANJA,Andira jamaicensis,,,
ANIN,GEIN,Geoffrea inermis,,,
ANHE10,,Andreaea heinemannii,,NA(N),
ANHE10,ANAN13,Andreaea angustata,,,
ANHE10,ANBLA,Andreaea blyttii ssp. angustata,,,
ANHE10,ANBLO,Andreaea blyttii var. obtusifolia,,,
ANHE10,ANCRO,Andreaea crassinervia var. obtusifolia,,,
ANNI6,,Andreaea nivalis,,NA(N),
ANNI6,ANBA8,Andreaea baileyi,,,
ANNI6,ANMA19,Andreaea macounii,,,
ANOB8,,Andreaea obovata,,NA(N),
ANOB8,ANHA5,Andreaea hartmanii,,,
ANROP2,,Andreaea rothii var. papillosa,,NA(N),
ANROP2,ANHU4,Andreaea huntii,,,
ANROP2,ANROF,Andreaea rothii var. falcata,,,
ANROR2,,Andreaea rothii var. rothii,,NA(N),
ANROR2,ANRU70,Andreaea rupestris,,,
ANRUP,,Andreaea rupestris var. papillosa,,NA(N),
ANRUP,ANPA13,Andreaea papillosa,,,
ANRUP,ANRUA,Andreaea rupestris var. acuminata,,,
ANRUP,ANRUP2,Andreaea rupestris ssp. papillosa,,,
ANRUP,ANRUS,Andreaea rupestris var. sparsifolia,,,
ANRUP,ANSPS,Andreaea sparsifolia var. sublaevis,,,
ANRUR,,Andreaea rupestris var. rupestris,,NA(N),
ANRUR,ANPA14,Andreaea parvifolia,,,
ANRUR,ANPE15,Andreaea petrophila,,,
ANEC,,Andrographis echioides,USA(VA),L48(I),
ANEC,JUEC2,Justicia echioides,,,
ANPOG,,Andromeda polifolia var. glaucophylla,"CAN(LB, MB, NB, NF, NS, NU, ON, PE, QC, SK), DEN(GL), FRA(SB), USA(CT, IL, IN, MA, ME, MI, MN, NH, NJ, NY, OH, PA, RI, VT, WI, WV)",L48(N)CAN(N)GL(N)SPM(N),
ANPOG,ANGL,Andromeda glaucophylla,,,
ANPOG,ANGLI,Andromeda glaucophylla var. iodandra,,,
ANPOG,ANPOG2,Andromeda polifolia ssp. glaucophylla,,,
ANAR2,,Andropogon arctatus,"USA(AL, FL, NC)",L48(N),
ANAR2,LECAA3,Leptopogon carinatus subvar. arctatus,,,
ANGE,,Andropogon gerardii,"CAN(MB, ON, QC, SK), USA(AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY)",L48(N)CAN(N),SWSS
ANGE,ANCH8,Andropogon chrysocomus,,,
ANGE,ANFU5,Andropogon furcatus,,,
ANGE,ANGEC,Andropogon gerardii var. chrysocomus,,,
ANGE,ANPR3,Andropogon provincialis,,,
ANGLG2,,Andropogon glomeratus var. glomeratus,"USA(AL, AR, DC, DE, FL, GA, HI, IL, KY, LA, MA, MD, MS, NC, NJ, NY, OH, PA, RI, SC, TN, VA, WV)",L48(N)HI(I),
ANGLG2,ANVIA,Andropogon virginicus var. abbreviatus,,,
ANGLG2,ANVIC2,Andropogon virginicus var. corymbosus,,,
ANGLG2,CIGL2,Cinna glomerata,,,
ANGLH,,Andropogon glomeratus var. hirsutior,"USA(AL, AR, FL, GA, KY, LA, MD, MS, NC, NJ, OK, SC, TN, TX, VA)",L48(N),
ANGLH,ANHI,Andropogon hirsutior,,,
ANGLH,ANVIH,Andropogon virginicus var. hirsutior,,,
ANGLP,,Andropogon glomeratus var. pumilus,"USA+(PR, VI), USA(AL, AR, AZ, CA, FL, GA, LA, MS, NC, NM, NV, OK, SC, TX, UT, VA)",L48(N)PR(N)VI(I),
ANGLP,ANTE14,Andropogon tenuispatheus,,,
ANGR5,,Andropogon gracilis,"USA+(PR, VI), USA(FL)",L48(N)PR(N)VI(N),
ANGR5,ANSE14,Andropogon sericatus,,,
ANGR5,SCGR2,Schizachyrium gracile,,,
ANGR5,SCSE3,Schizachyrium sericatum,,,
ANGYG,,Andropogon gyrans var. gyrans,"USA(AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, OH, OK, PA, SC, TN, TX, VA, WV)",L48(N),
ANGYG,ANCA3,Andropogon campyloracheus,,,
ANGYG,ANEL,Andropogon elliottii,,,
ANGYG,ANELG,Andropogon elliottii var. gracilior,,,
ANGYG,ANELP,Andropogon elliottii var. projectus,,,
ANGYG,ANSU,Andropogon subtenuis,,,
ANGYS,,Andropogon gyrans var. stenophyllus,"USA(AL, FL, GA, LA, MS, NC, SC, TX, VA)",L48(N),
ANGYS,ANPE,Andropogon perangustatus,,,
ANGYS,ANVIS2,Andropogon virginicus var. stenophyllus,,,
ANHA,,Andropogon hallii,"CAN(MB, SK), USA(AZ, CO, IA, IL, IN, KS, MN, MT, ND, NE, NM, OK, SD, TX, UT, WY)",L48(N)CAN(N),
ANHA,ANGEI,Andropogon gerardii var. incanescens,,,
ANHA,ANGEP,Andropogon gerardii var. paucipilus,,,
ANHA,ANHAI,Andropogon hallii var. incanescens,,,
ANHA,ANPA8,Andropogon paucipilus,,,
ANMO3,,Andropogon mohrii,"USA(AL, FL, GA, LA, MS, NC, SC, VA)",L48(N),
ANMO3,ANLI11,Andropogon liebmannii,,,
ANMO3,ANLIP,Andropogon liebmannii var. pungensis,,,
ANMO3,ANVIM3,Anatherum virginicum subvar. mohrii,,,
ANTEC,,Andropogon ternarius var. cabanisii,USA(FL),L48(N),
ANTEC,ANCA2,Andropogon cabanisii,,,
ANVIV,,Andropogon virginicus var. virginicus,"CAN(ON), USA+(PR), USA(AL, AR, CA, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)",L48(N)HI(I)PR(N)CAN(N),
ANVIV,ANVIT2,Andropogon virginicus var. tetrastachyus,,,
ANVIV,ANVIT3,Anatherum virginicum subvar. tetrastachyum,,,
ANCHC,,Androsace chamaejasme ssp. carinata,"USA(CO, NM, UT, WY)",L48(N),
ANCHC,ANCA19,Androsace carinata,,,
ANCHC,ANCHC3,Androsace chamaejasme var. carinata,,,
ANCHL,,Androsace chamaejasme ssp. lehmanniana,"CAN(AB, BC, NT, NU, YT), USA(AK, CO, MT, NM)",L48(N)AK(N)CAN(N),
ANCHL,ANCHA2,Androsace chamaejasme var. arctica,,,
ANCHL,ANLE2,Androsace lehmanniana,,,
ANELA,,Androsace elongata ssp. acuta,"USA(CA, NV, OR)",L48(N),
ANELA,ANAC5,Androsace acuta,,,
ANOC2,,Androsace occidentalis,"CAN(AB, BC, MB, ON, SK), USA(AR, AZ, CA, CO, IA, ID, IL, IN, KS, MA, MI, MN, MO, MT, ND, NE, NM, OH, OK, SD, TX, UT, WI, WY)",L48(N)CAN(N),
ANOC2,ANAR15,Androsace arizonica,,,
ANOC2,ANOCA,Androsace occidentalis var. arizonica,,,
ANOC2,ANOCS,Androsace occidentalis var. simplex,,,
ANSEG2,,Androsace septentrionalis ssp. glandulosa,"USA(AZ, CO, NM, TX)",L48(N),
ANSEG2,ANGL8,Androsace glandulosa,,,
